1:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@<init>(java.lang.String,com.google.javascript.rhino.jstype.StaticSourceFile,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):131:sourceFile == null |==> sourceFile != null
12:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> comment.getCommentType() == CommentType.JSDOC != !irFactory.parsedComments.contains(comment)
13:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> comment.getCommentType() == CommentType.JSDOC == !irFactory.parsedComments.contains(comment)
14:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> false
15:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> comment.getCommentType() == CommentType.JSDOC
16:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):177:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> !irFactory.parsedComments.contains(comment)
17:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> true
18:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):176:comment.getCommentType() == CommentType.JSDOC && !irFactory.parsedComments.contains(comment) |==> comment.getCommentType() == CommentType.JSDOC || !irFactory.parsedComments.contains(comment)
19:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):178:irFactory.handlePossibleFileOverviewJsDoc(comment, irNode) |==> <NO-OP>
20:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):179:comment.getCommentType() == CommentType.BLOCK_COMMENT |==> comment.getCommentType() != CommentType.BLOCK_COMMENT
21:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):179:comment.getCommentType() == CommentType.BLOCK_COMMENT |==> false
22:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):179:comment.getCommentType() == CommentType.BLOCK_COMMENT |==> true
23:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):180:irFactory.handleBlockComment(comment) |==> <NO-OP>
24:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformTree(com.google.javascript.rhino.head.ast.AstRoot,com.google.javascript.rhino.jstype.StaticSourceFile,java.lang.String,com.google.javascript.jscomp.parsing.Config,com.google.javascript.rhino.head.ErrorReporter):185:irFactory.setFileOverviewJsDoc(irNode) |==> <NO-OP>
25:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):195:rootNodeJsDoc != null |==> rootNodeJsDoc == null
26:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):195:rootNodeJsDoc != null |==> false
27:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):195:rootNodeJsDoc != null |==> true
28:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):196:irNode.setJSDocInfo(rootNodeJsDoc) |==> <NO-OP>
29:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):197:rootNodeJsDoc.setAssociatedNode(irNode) |==> <NO-OP>
30:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):200:fileOverviewInfo != null |==> fileOverviewInfo == null
31:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):200:fileOverviewInfo != null |==> false
32:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):200:fileOverviewInfo != null |==> true
33:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:irNode.getJSDocInfo() != null |==> irNode.getJSDocInfo() == null
34:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:irNode.getJSDocInfo() != null |==> false
35:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:irNode.getJSDocInfo() != null |==> true
36:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):202:irNode.getJSDocInfo().getLicense() != null |==> irNode.getJSDocInfo().getLicense() == null
37:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):202:irNode.getJSDocInfo().getLicense() != null |==> false
38:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):202:irNode.getJSDocInfo().getLicense() != null |==> true
39:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> (irNode.getJSDocInfo() != null) != (irNode.getJSDocInfo().getLicense() != null)
40:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> (irNode.getJSDocInfo() != null) == (irNode.getJSDocInfo().getLicense() != null)
41:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> false
42:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> (irNode.getJSDocInfo() != null)
43:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):202:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> (irNode.getJSDocInfo().getLicense() != null)
44:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> true
45:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):201:(irNode.getJSDocInfo() != null) && (irNode.getJSDocInfo().getLicense() != null) |==> (irNode.getJSDocInfo() != null) || (irNode.getJSDocInfo().getLicense() != null)
46:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):203:fileOverviewInfo.setLicense(irNode.getJSDocInfo().getLicense()) |==> <NO-OP>
47:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):205:irNode.setJSDocInfo(fileOverviewInfo) |==> <NO-OP>
48:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@setFileOverviewJsDoc(com.google.javascript.rhino.Node):206:fileOverviewInfo.setAssociatedNode(irNode) |==> <NO-OP>
49:COR:irNode.isBlock():TRUE:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):212:irNode.isBlock() |==> false
50:COR:irNode.isBlock():FALSE:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):212:irNode.isBlock() |==> true
51:COR:irNode.isEmpty():TRUE:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):213:irNode.isEmpty() |==> false
52:COR:irNode.isEmpty():FALSE:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):213:irNode.isEmpty() |==> true
53:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):214:irNode.setType(Token.BLOCK) |==> <NO-OP>
54:LVR:TRUE:FALSE:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):215:true |==> false
55:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):215:irNode.setWasEmptyNode(true) |==> <NO-OP>
56:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):218:newBlock.setLineno(irNode.getLineno()) |==> <NO-OP>
57:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):219:newBlock.setCharno(irNode.getCharno()) |==> <NO-OP>
58:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):220:maybeSetLengthFrom(newBlock, node) |==> <NO-OP>
59:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@transformBlock(com.google.javascript.rhino.head.ast.AstNode):221:irNode = newBlock |==> <NO-OP>
60:LVR:NEG:0:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:-1 |==> 0
61:LVR:NEG:POS:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:-1 |==> 1
62:ROR:!=(int,int):<(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> value.indexOf("/* @") < -1
63:ROR:!=(int,int):<=(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> value.indexOf("/* @") <= -1
64:ROR:!=(int,int):==(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> value.indexOf("/* @") == -1
65:ROR:!=(int,int):>(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> value.indexOf("/* @") > -1
66:ROR:!=(int,int):>=(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> value.indexOf("/* @") >= -1
67:ROR:!=(int,int):FALSE(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> false
68:ROR:!=(int,int):TRUE(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 |==> true
69:LVR:NEG:0:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:-1 |==> 0
70:LVR:NEG:POS:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:-1 |==> 1
71:ROR:!=(int,int):<(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") < -1
72:ROR:!=(int,int):<=(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") <= -1
73:ROR:!=(int,int):==(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") == -1
74:ROR:!=(int,int):>(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") > -1
75:ROR:!=(int,int):>=(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") >= -1
76:ROR:!=(int,int):FALSE(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> false
77:ROR:!=(int,int):TRUE(int,int):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("\n * @") != -1 |==> true
78:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> value.indexOf("/* @") != -1 != (value.indexOf("\n * @") != -1)
79:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> value.indexOf("/* @") != -1 && value.indexOf("\n * @") != -1
80:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> value.indexOf("/* @") != -1 == (value.indexOf("\n * @") != -1)
81:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> false
82:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> value.indexOf("/* @") != -1
83:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):233:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> value.indexOf("\n * @") != -1
84:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):232:value.indexOf("/* @") != -1 || value.indexOf("\n * @") != -1 |==> true
85:LVR:0:POS:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):237:0 |==> 1
86:LVR:0:NEG:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):237:0 |==> -1
87:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@handleBlockComment(com.google.javascript.rhino.head.ast.Comment):234:errorReporter.warning(SUSPICIOUS_COMMENT_WARNING, sourceName, comment.getLineno(), "", 0) |==> <NO-OP>
88:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):246:jsDocParser.getFileOverviewJSDocInfo() != fileOverviewInfo |==> jsDocParser.getFileOverviewJSDocInfo() == fileOverviewInfo
89:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):246:jsDocParser.getFileOverviewJSDocInfo() != fileOverviewInfo |==> false
90:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):246:jsDocParser.getFileOverviewJSDocInfo() != fileOverviewInfo |==> true
91:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):247:fileOverviewInfo = jsDocParser.getFileOverviewJSDocInfo() |==> <NO-OP>
92:LVR:TRUE:FALSE:com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):248:true |==> false
93:LVR:FALSE:TRUE:com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.jscomp.parsing.JsDocInfoParser):250:false |==> true
94:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.rhino.head.ast.Comment,com.google.javascript.rhino.Node):255:parsedComments.add(comment) |==> <NO-OP>
95:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@handlePossibleFileOverviewJsDoc(com.google.javascript.rhino.head.ast.Comment,com.google.javascript.rhino.Node):256:handlePossibleFileOverviewJsDoc(jsDocParser) |==> <NO-OP>
96:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):261:comment != null |==> comment == null
97:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):261:comment != null |==> false
98:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):261:comment != null |==> true
99:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):263:parsedComments.add(comment) |==> <NO-OP>
100:COR:handlePossibleFileOverviewJsDoc(jsDocParser):TRUE:com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):264:handlePossibleFileOverviewJsDoc(jsDocParser) |==> false
101:COR:handlePossibleFileOverviewJsDoc(jsDocParser):FALSE:com.google.javascript.jscomp.parsing.IRFactory@handleJsDoc(com.google.javascript.rhino.head.ast.AstNode,com.google.javascript.rhino.Node):264:handlePossibleFileOverviewJsDoc(jsDocParser) |==> true
102:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transform(com.google.javascript.rhino.head.ast.AstNode):274:jsDocInfo != null |==> jsDocInfo == null
103:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transform(com.google.javascript.rhino.head.ast.AstNode):274:jsDocInfo != null |==> false
104:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.parsing.IRFactory@transform(com.google.javascript.rhino.head.ast.AstNode):274:jsDocInfo != null |==> true
