1:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@now(org.joda.time.DateTimeZone):124:zone == null |==> zone != null
40:ROR:<(long,long):TRUE(long,long):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):237:date.getTime() < 0 |==> true
41:STD:<CALL>:<NO-OP>:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):240:cal.setTime(date) |==> <NO-OP>
42:LVR:POS:0:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:1900 |==> 0
43:LVR:POS:NEG:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:1900 |==> -1900
44:AOR:+(int,int):%(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:date.getYear() + 1900 |==> date.getYear() % 1900
45:AOR:+(int,int):*(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:date.getYear() + 1900 |==> date.getYear() * 1900
46:AOR:+(int,int):-(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:date.getYear() + 1900 |==> date.getYear() - 1900
47:AOR:+(int,int):/(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):244:date.getYear() + 1900 |==> date.getYear() / 1900
48:LVR:POS:0:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:1 |==> 0
49:LVR:POS:NEG:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:1 |==> -1
50:AOR:+(int,int):%(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:date.getMonth() + 1 |==> date.getMonth() % 1
51:AOR:+(int,int):*(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:date.getMonth() + 1 |==> date.getMonth() * 1
52:AOR:+(int,int):-(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:date.getMonth() + 1 |==> date.getMonth() - 1
53:AOR:+(int,int):/(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):245:date.getMonth() + 1 |==> date.getMonth() / 1
54:LVR:POS:0:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> 0
55:LVR:POS:NEG:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> -1000
56:AOR:%(long,long):*(long,long):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:date.getTime() % 1000 |==> date.getTime() * 1000
57:AOR:%(long,long):+(long,long):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:date.getTime() % 1000 |==> date.getTime() + 1000
58:AOR:%(long,long):-(long,long):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:date.getTime() % 1000 |==> date.getTime() - 1000
59:AOR:%(long,long):/(long,long):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:date.getTime() % 1000 |==> date.getTime() / 1000
60:LVR:POS:0:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> 0
61:LVR:POS:NEG:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> -1000
62:AOR:+(int,int):%(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:((int)(date.getTime() % 1000)) + 1000 |==> ((int)(date.getTime() % 1000)) % 1000
63:AOR:+(int,int):*(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:((int)(date.getTime() % 1000)) + 1000 |==> ((int)(date.getTime() % 1000)) * 1000
64:AOR:+(int,int):-(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:((int)(date.getTime() % 1000)) + 1000 |==> ((int)(date.getTime() % 1000)) - 1000
65:AOR:+(int,int):/(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:((int)(date.getTime() % 1000)) + 1000 |==> ((int)(date.getTime() % 1000)) / 1000
66:LVR:POS:0:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> 0
67:LVR:POS:NEG:org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:1000 |==> -1000
68:AOR:%(int,int):*(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:(((int)(date.getTime() % 1000)) + 1000) % 1000 |==> (((int)(date.getTime() % 1000)) + 1000) * 1000
69:AOR:%(int,int):+(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:(((int)(date.getTime() % 1000)) + 1000) % 1000 |==> (((int)(date.getTime() % 1000)) + 1000) + 1000
70:AOR:%(int,int):-(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:(((int)(date.getTime() % 1000)) + 1000) % 1000 |==> (((int)(date.getTime() % 1000)) + 1000) - 1000
71:AOR:%(int,int):/(int,int):org.joda.time.LocalDateTime@fromDateFields(java.util.Date):250:(((int)(date.getTime() % 1000)) + 1000) % 1000 |==> (((int)(date.getTime() % 1000)) + 1000) / 1000
72:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@<init>(long,org.joda.time.Chronology):333:chronology = DateTimeUtils.getChronology(chronology) |==> <NO-OP>
73:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):382:chronology = DateTimeUtils.getChronology(chronology) |==> <NO-OP>
74:LVR:0:POS:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:0 |==> 1
75:LVR:0:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:0 |==> -1
76:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:1 |==> 0
77:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:1 |==> -1
78:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:2 |==> 0
79:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:2 |==> -2
80:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:3 |==> 0
81:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.DateTimeZone):385:3 |==> -3
82:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):407:chronology = converter.getChronology(instant, chronology) |==> <NO-OP>
83:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):408:chronology = DateTimeUtils.getChronology(chronology) |==> <NO-OP>
84:LVR:0:POS:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:0 |==> 1
85:LVR:0:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:0 |==> -1
86:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:1 |==> 0
87:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:1 |==> -1
88:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:2 |==> 0
89:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:2 |==> -2
90:LVR:POS:0:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:3 |==> 0
91:LVR:POS:NEG:org.joda.time.LocalDateTime@<init>(java.lang.Object,org.joda.time.Chronology):411:3 |==> -3
92:LVR:0:POS:org.joda.time.LocalDateTime@<init>(int,int,int,int,int):432:0 |==> 1
93:LVR:0:NEG:org.joda.time.LocalDateTime@<init>(int,int,int,int,int):432:0 |==> -1
94:LVR:0:POS:org.joda.time.LocalDateTime@<init>(int,int,int,int,int):432:0 |==> 1
95:LVR:0:NEG:org.joda.time.LocalDateTime@<init>(int,int,int,int,int):432:0 |==> -1
96:LVR:0:POS:org.joda.time.LocalDateTime@<init>(int,int,int,int,int,int):454:0 |==> 1
97:LVR:0:NEG:org.joda.time.LocalDateTime@<init>(int,int,int,int,int,int):454:0 |==> -1
98:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@<init>(int,int,int,int,int,int,int,org.joda.time.Chronology):506:chronology = DateTimeUtils.getChronology(chronology).withUTC() |==> <NO-OP>
99:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@readResolve():518:iChronology == null |==> iChronology != null
100:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@readResolve():518:iChronology == null |==> false
101:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@readResolve():518:iChronology == null |==> true
102:LVR:FALSE:TRUE:org.joda.time.LocalDateTime@readResolve():521:false |==> true
103:ROR:==(boolean,boolean):!=(boolean,boolean):org.joda.time.LocalDateTime@readResolve():521:DateTimeZone.UTC.equals(iChronology.getZone()) == false |==> DateTimeZone.UTC.equals(iChronology.getZone()) != false
104:ROR:==(boolean,boolean):FALSE(boolean,boolean):org.joda.time.LocalDateTime@readResolve():521:DateTimeZone.UTC.equals(iChronology.getZone()) == false |==> false
105:ROR:==(boolean,boolean):LHS(boolean,boolean):org.joda.time.LocalDateTime@readResolve():521:DateTimeZone.UTC.equals(iChronology.getZone()) == false |==> DateTimeZone.UTC.equals(iChronology.getZone())
106:ROR:==(boolean,boolean):RHS(boolean,boolean):org.joda.time.LocalDateTime@readResolve():521:DateTimeZone.UTC.equals(iChronology.getZone()) == false |==> false
107:ROR:==(boolean,boolean):TRUE(boolean,boolean):org.joda.time.LocalDateTime@readResolve():521:DateTimeZone.UTC.equals(iChronology.getZone()) == false |==> true
108:LVR:POS:0:org.joda.time.LocalDateTime@size():535:4 |==> 0
109:LVR:POS:NEG:org.joda.time.LocalDateTime@size():535:4 |==> -4
110:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@get(org.joda.time.DateTimeFieldType):603:type == null |==> type != null
111:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@get(org.joda.time.DateTimeFieldType):603:type == null |==> false
112:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@get(org.joda.time.DateTimeFieldType):603:type == null |==> true
113:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DateTimeFieldType):618:type == null |==> type != null
114:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DateTimeFieldType):618:type == null |==> false
115:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DateTimeFieldType):618:type == null |==> true
116:LVR:FALSE:TRUE:org.joda.time.LocalDateTime@isSupported(org.joda.time.DateTimeFieldType):619:false |==> true
117:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DurationFieldType):632:type == null |==> type != null
118:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DurationFieldType):632:type == null |==> false
119:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@isSupported(org.joda.time.DurationFieldType):632:type == null |==> true
120:LVR:FALSE:TRUE:org.joda.time.LocalDateTime@isSupported(org.joda.time.DurationFieldType):633:false |==> true
121:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@equals(java.lang.Object):669:this == partial |==> this != partial
122:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@equals(java.lang.Object):669:this == partial |==> false
123:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@equals(java.lang.Object):669:this == partial |==> true
124:LVR:TRUE:FALSE:org.joda.time.LocalDateTime@equals(java.lang.Object):670:true |==> false
125:COR:iChronology.equals(other.iChronology):TRUE:org.joda.time.LocalDateTime@equals(java.lang.Object):674:iChronology.equals(other.iChronology) |==> false
126:COR:iChronology.equals(other.iChronology):FALSE:org.joda.time.LocalDateTime@equals(java.lang.Object):674:iChronology.equals(other.iChronology) |==> true
127:ROR:==(long,long):!=(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> iLocalMillis != other.iLocalMillis
128:ROR:==(long,long):<(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> iLocalMillis < other.iLocalMillis
129:ROR:==(long,long):<=(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> iLocalMillis <= other.iLocalMillis
130:ROR:==(long,long):>(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> iLocalMillis > other.iLocalMillis
131:ROR:==(long,long):>=(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> iLocalMillis >= other.iLocalMillis
132:ROR:==(long,long):FALSE(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> false
133:ROR:==(long,long):TRUE(long,long):org.joda.time.LocalDateTime@equals(java.lang.Object):675:iLocalMillis == other.iLocalMillis |==> true
134:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):699:this == partial |==> this != partial
135:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):699:this == partial |==> false
136:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):699:this == partial |==> true
137:LVR:0:POS:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):700:0 |==> 1
138:LVR:0:NEG:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):700:0 |==> -1
139:COR:iChronology.equals(other.iChronology):TRUE:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):704:iChronology.equals(other.iChronology) |==> false
140:COR:iChronology.equals(other.iChronology):FALSE:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):704:iChronology.equals(other.iChronology) |==> true
141:ROR:<(long,long):!=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> iLocalMillis != other.iLocalMillis
142:ROR:<(long,long):<=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> iLocalMillis <= other.iLocalMillis
143:ROR:<(long,long):==(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> iLocalMillis == other.iLocalMillis
144:ROR:<(long,long):>(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> iLocalMillis > other.iLocalMillis
145:ROR:<(long,long):>=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> iLocalMillis >= other.iLocalMillis
146:ROR:<(long,long):FALSE(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> false
147:ROR:<(long,long):TRUE(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:iLocalMillis < other.iLocalMillis |==> true
148:LVR:NEG:0:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:-1 |==> 0
149:LVR:NEG:POS:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):705:-1 |==> 1
150:ROR:==(long,long):!=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> iLocalMillis != other.iLocalMillis
151:ROR:==(long,long):<(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> iLocalMillis < other.iLocalMillis
152:ROR:==(long,long):<=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> iLocalMillis <= other.iLocalMillis
153:ROR:==(long,long):>(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> iLocalMillis > other.iLocalMillis
154:ROR:==(long,long):>=(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> iLocalMillis >= other.iLocalMillis
155:ROR:==(long,long):FALSE(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> false
156:ROR:==(long,long):TRUE(long,long):org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:iLocalMillis == other.iLocalMillis |==> true
157:LVR:0:POS:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:0 |==> 1
158:LVR:0:NEG:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:0 |==> -1
159:LVR:POS:0:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:1 |==> 0
160:LVR:POS:NEG:org.joda.time.LocalDateTime@compareTo(org.joda.time.ReadablePartial):706:1 |==> -1
161:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@toDateTime(org.joda.time.DateTimeZone):736:zone = DateTimeUtils.getZone(zone) |==> <NO-OP>
162:LVR:POS:0:org.joda.time.LocalDateTime@toDate():784:1900 |==> 0
163:LVR:POS:NEG:org.joda.time.LocalDateTime@toDate():784:1900 |==> -1900
164:AOR:-(int,int):%(int,int):org.joda.time.LocalDateTime@toDate():784:getYear() - 1900 |==> getYear() % 1900
165:AOR:-(int,int):*(int,int):org.joda.time.LocalDateTime@toDate():784:getYear() - 1900 |==> getYear() * 1900
166:AOR:-(int,int):+(int,int):org.joda.time.LocalDateTime@toDate():784:getYear() - 1900 |==> getYear() + 1900
167:AOR:-(int,int):/(int,int):org.joda.time.LocalDateTime@toDate():784:getYear() - 1900 |==> getYear() / 1900
168:LVR:POS:0:org.joda.time.LocalDateTime@toDate():784:1 |==> 0
169:LVR:POS:NEG:org.joda.time.LocalDateTime@toDate():784:1 |==> -1
170:AOR:-(int,int):%(int,int):org.joda.time.LocalDateTime@toDate():784:getMonthOfYear() - 1 |==> getMonthOfYear() % 1
171:AOR:-(int,int):*(int,int):org.joda.time.LocalDateTime@toDate():784:getMonthOfYear() - 1 |==> getMonthOfYear() * 1
172:AOR:-(int,int):+(int,int):org.joda.time.LocalDateTime@toDate():784:getMonthOfYear() - 1 |==> getMonthOfYear() + 1
173:AOR:-(int,int):/(int,int):org.joda.time.LocalDateTime@toDate():784:getMonthOfYear() - 1 |==> getMonthOfYear() / 1
174:AOR:+(long,long):%(long,long):org.joda.time.LocalDateTime@toDate():786:date.getTime() + getMillisOfSecond() |==> date.getTime() % getMillisOfSecond()
175:AOR:+(long,long):*(long,long):org.joda.time.LocalDateTime@toDate():786:date.getTime() + getMillisOfSecond() |==> date.getTime() * getMillisOfSecond()
176:AOR:+(long,long):-(long,long):org.joda.time.LocalDateTime@toDate():786:date.getTime() + getMillisOfSecond() |==> date.getTime() - getMillisOfSecond()
177:AOR:+(long,long):/(long,long):org.joda.time.LocalDateTime@toDate():786:date.getTime() + getMillisOfSecond() |==> date.getTime() / getMillisOfSecond()
178:STD:<CALL>:<NO-OP>:org.joda.time.LocalDateTime@toDate():786:date.setTime(date.getTime() + getMillisOfSecond()) |==> <NO-OP>
179:COR:check.isBefore(this):TRUE:org.joda.time.LocalDateTime@toDate():788:check.isBefore(this) |==> false
180:COR:check.isBefore(this):FALSE:org.joda.time.LocalDateTime@toDate():788:check.isBefore(this) |==> true
181:LVR:POS:0:org.joda.time.LocalDateTime@toDate():792:60000 |==> 0
182:LVR:POS:NEG:org.joda.time.LocalDateTime@toDate():792:60000 |==> -60000
183:AOR:+(long,long):%(long,long):org.joda.time.LocalDateTime@toDate():792:date.getTime() + 60000 |==> date.getTime() % 60000
184:AOR:+(long,long):*(long,long):org.joda.time.LocalDateTime@toDate():792:date.getTime() + 60000 |==> date.getTime() * 60000
185:AOR:+(long,long):-(long,long):org.joda.time.LocalDateTime@toDate():792:date.getTime() + 60000 |==> date.getTime() - 60000
186:AOR:+(long,long):/(long,long):org.joda.time.LocalDateTime@toDate():792:date.getTime() + 60000 |==> date.getTime() / 60000
187:STD:<CALL>:<NO-OP>:org.joda.time.LocalDateTime@toDate():792:date.setTime(date.getTime() + 60000) |==> <NO-OP>
188:STD:<ASSIGN>:<NO-OP>:org.joda.time.LocalDateTime@toDate():793:check = LocalDateTime.fromDateFields(date) |==> <NO-OP>
189:LVR:FALSE:TRUE:org.joda.time.LocalDateTime@toDate():796:false |==> true
