1:COR:&&(boolean,boolean):!=(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):128:s1 instanceof Line2D && s2 instanceof Line2D |==> s1 instanceof Line2D != s2 instanceof Line2D
12:COR:&&(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):131:s1 instanceof Ellipse2D && s2 instanceof Ellipse2D |==> s2 instanceof Ellipse2D
13:COR:&&(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):131:s1 instanceof Ellipse2D && s2 instanceof Ellipse2D |==> true
14:COR:&&(boolean,boolean):||(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):131:s1 instanceof Ellipse2D && s2 instanceof Ellipse2D |==> s1 instanceof Ellipse2D || s2 instanceof Ellipse2D
15:COR:&&(boolean,boolean):!=(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> s1 instanceof Arc2D != s2 instanceof Arc2D
16:COR:&&(boolean,boolean):==(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> s1 instanceof Arc2D == s2 instanceof Arc2D
17:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> false
18:COR:&&(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> s1 instanceof Arc2D
19:COR:&&(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> s2 instanceof Arc2D
20:COR:&&(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> true
21:COR:&&(boolean,boolean):||(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):134:s1 instanceof Arc2D && s2 instanceof Arc2D |==> s1 instanceof Arc2D || s2 instanceof Arc2D
22:COR:&&(boolean,boolean):!=(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> s1 instanceof Polygon != s2 instanceof Polygon
23:COR:&&(boolean,boolean):==(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> s1 instanceof Polygon == s2 instanceof Polygon
24:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> false
25:COR:&&(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> s1 instanceof Polygon
26:COR:&&(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> s2 instanceof Polygon
27:COR:&&(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> true
28:COR:&&(boolean,boolean):||(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):137:s1 instanceof Polygon && s2 instanceof Polygon |==> s1 instanceof Polygon || s2 instanceof Polygon
29:COR:&&(boolean,boolean):!=(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> s1 instanceof GeneralPath != s2 instanceof GeneralPath
30:COR:&&(boolean,boolean):==(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> s1 instanceof GeneralPath == s2 instanceof GeneralPath
31:COR:&&(boolean,boolean):FALSE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> false
32:COR:&&(boolean,boolean):LHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> s1 instanceof GeneralPath
33:COR:&&(boolean,boolean):RHS(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> s2 instanceof GeneralPath
34:COR:&&(boolean,boolean):TRUE(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> true
35:COR:&&(boolean,boolean):||(boolean,boolean):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Shape,java.awt.Shape):140:s1 instanceof GeneralPath && s2 instanceof GeneralPath |==> s1 instanceof GeneralPath || s2 instanceof GeneralPath
36:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):159:l1 == null |==> l1 != null
37:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):159:l1 == null |==> false
38:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):159:l1 == null |==> true
39:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):160:l2 == null |==> l2 != null
40:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):160:l2 == null |==> false
41:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):160:l2 == null |==> true
42:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):162:l2 == null |==> l2 != null
43:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):162:l2 == null |==> false
44:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):162:l2 == null |==> true
45:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):163:false |==> true
46:COR:l1.getP1().equals(l2.getP1()):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):165:l1.getP1().equals(l2.getP1()) |==> false
47:COR:l1.getP1().equals(l2.getP1()):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):165:l1.getP1().equals(l2.getP1()) |==> true
48:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):166:false |==> true
49:COR:l1.getP2().equals(l2.getP2()):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):168:l1.getP2().equals(l2.getP2()) |==> false
50:COR:l1.getP2().equals(l2.getP2()):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):168:l1.getP2().equals(l2.getP2()) |==> true
51:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):169:false |==> true
52:LVR:TRUE:FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Line2D,java.awt.geom.Line2D):171:true |==> false
53:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):184:e1 == null |==> e1 != null
54:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):184:e1 == null |==> false
55:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):184:e1 == null |==> true
56:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):185:e2 == null |==> e2 != null
57:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):185:e2 == null |==> false
58:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):185:e2 == null |==> true
59:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):187:e2 == null |==> e2 != null
60:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):187:e2 == null |==> false
61:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):187:e2 == null |==> true
62:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):188:false |==> true
63:COR:e1.getFrame().equals(e2.getFrame()):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):190:e1.getFrame().equals(e2.getFrame()) |==> false
64:COR:e1.getFrame().equals(e2.getFrame()):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):190:e1.getFrame().equals(e2.getFrame()) |==> true
65:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):191:false |==> true
66:LVR:TRUE:FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Ellipse2D,java.awt.geom.Ellipse2D):193:true |==> false
67:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):206:a1 == null |==> a1 != null
68:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):206:a1 == null |==> false
69:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):206:a1 == null |==> true
70:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):207:a2 == null |==> a2 != null
71:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):207:a2 == null |==> false
72:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):207:a2 == null |==> true
73:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):209:a2 == null |==> a2 != null
74:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):209:a2 == null |==> false
75:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):209:a2 == null |==> true
76:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):210:false |==> true
77:COR:a1.getFrame().equals(a2.getFrame()):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):212:a1.getFrame().equals(a2.getFrame()) |==> false
78:COR:a1.getFrame().equals(a2.getFrame()):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):212:a1.getFrame().equals(a2.getFrame()) |==> true
79:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):213:false |==> true
80:ROR:!=(double,double):<(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> a1.getAngleStart() < a2.getAngleStart()
81:ROR:!=(double,double):<=(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> a1.getAngleStart() <= a2.getAngleStart()
82:ROR:!=(double,double):==(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> a1.getAngleStart() == a2.getAngleStart()
83:ROR:!=(double,double):>(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> a1.getAngleStart() > a2.getAngleStart()
84:ROR:!=(double,double):>=(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> a1.getAngleStart() >= a2.getAngleStart()
85:ROR:!=(double,double):FALSE(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> false
86:ROR:!=(double,double):TRUE(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):215:a1.getAngleStart() != a2.getAngleStart() |==> true
87:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):216:false |==> true
88:ROR:!=(double,double):<(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> a1.getAngleExtent() < a2.getAngleExtent()
89:ROR:!=(double,double):<=(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> a1.getAngleExtent() <= a2.getAngleExtent()
90:ROR:!=(double,double):==(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> a1.getAngleExtent() == a2.getAngleExtent()
91:ROR:!=(double,double):>(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> a1.getAngleExtent() > a2.getAngleExtent()
92:ROR:!=(double,double):>=(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> a1.getAngleExtent() >= a2.getAngleExtent()
93:ROR:!=(double,double):FALSE(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> false
94:ROR:!=(double,double):TRUE(double,double):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):218:a1.getAngleExtent() != a2.getAngleExtent() |==> true
95:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):219:false |==> true
96:ROR:!=(int,int):<(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> a1.getArcType() < a2.getArcType()
97:ROR:!=(int,int):<=(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> a1.getArcType() <= a2.getArcType()
98:ROR:!=(int,int):==(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> a1.getArcType() == a2.getArcType()
99:ROR:!=(int,int):>(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> a1.getArcType() > a2.getArcType()
100:ROR:!=(int,int):>=(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> a1.getArcType() >= a2.getArcType()
101:ROR:!=(int,int):FALSE(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> false
102:ROR:!=(int,int):TRUE(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):221:a1.getArcType() != a2.getArcType() |==> true
103:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):222:false |==> true
104:LVR:TRUE:FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.Arc2D,java.awt.geom.Arc2D):224:true |==> false
105:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):237:p1 == null |==> p1 != null
106:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):237:p1 == null |==> false
107:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):237:p1 == null |==> true
108:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):238:p2 == null |==> p2 != null
109:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):238:p2 == null |==> false
110:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):238:p2 == null |==> true
111:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):240:p2 == null |==> p2 != null
112:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):240:p2 == null |==> false
113:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):240:p2 == null |==> true
114:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):241:false |==> true
115:ROR:!=(int,int):<(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> p1.npoints < p2.npoints
116:ROR:!=(int,int):<=(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> p1.npoints <= p2.npoints
117:ROR:!=(int,int):==(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> p1.npoints == p2.npoints
118:ROR:!=(int,int):>(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> p1.npoints > p2.npoints
119:ROR:!=(int,int):>=(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> p1.npoints >= p2.npoints
120:ROR:!=(int,int):FALSE(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> false
121:ROR:!=(int,int):TRUE(int,int):org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):243:p1.npoints != p2.npoints |==> true
122:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):244:false |==> true
123:COR:Arrays.equals(p1.xpoints, p2.xpoints):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):246:Arrays.equals(p1.xpoints, p2.xpoints) |==> false
124:COR:Arrays.equals(p1.xpoints, p2.xpoints):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):246:Arrays.equals(p1.xpoints, p2.xpoints) |==> true
125:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):247:false |==> true
126:COR:Arrays.equals(p1.ypoints, p2.ypoints):TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):249:Arrays.equals(p1.ypoints, p2.ypoints) |==> false
127:COR:Arrays.equals(p1.ypoints, p2.ypoints):FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):249:Arrays.equals(p1.ypoints, p2.ypoints) |==> true
128:LVR:FALSE:TRUE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):250:false |==> true
129:LVR:TRUE:FALSE:org.jfree.chart.util.ShapeUtilities@equal(java.awt.Polygon,java.awt.Polygon):252:true |==> false
130:ROR:==(java.lang.Object,java.lang.Object):!=(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):265:p1 == null |==> p1 != null
131:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):265:p1 == null |==> false
132:ROR:==(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):org.jfree.chart.util.ShapeUtilities@equal(java.awt.geom.GeneralPath,java.awt.geom.GeneralPath):265:p1 == null |==> true
